Marque,Modèle,Année,Kilométrage,Energie,Puissance fiscale,Puissance (ch.din),Cylindrée,Boite vitesse,Catégorie,Prix
hyundai,palisadecalligraphy3.5lgdibva4x4,2024,0,essence,19,277,3470,Automatique,Neuf,350100
opel,mokka1.2lturbo130chbva8gsline,2024,0,essence,7,130,1199,Automatique,Neuf,105900
landrover,rangeroversport,2014,160000,diesel,15,0,0,Automatique,Occasion,245000
bmw,série5,2016,112000,diesel,7,150,1995,Automatique,Occasion,98000
peugeot,3008,2019,107000,essence,7,0,1199,Automatique,Occasion,85000
peugeot,landtrekdoublecabine,2021,124000,diesel,6,0,1910,Manuelle,Occasion,64500
volkswagen,passat,2007,126000,essence,7,115,1600,Manuelle,Occasion,35000
volkswagen,jetta,2009,139000,essence,7,0,1598,Automatique,Occasion,34500
bako,evanstart,2024,0,electrique,0,10,0,Automatique,Neuf,22586
citroën,c4,2012,188000,essence,6,0,1397,Manuelle,Occasion,32000
dacia,dokkervan,2020,90000,diesel,6,95,1500,Manuelle,Occasion,34900
bmw,série5,2020,93000,essence,10,0,1600,Automatique,Occasion,178000
peugeot,208,2018,104000,essence,5,0,1499,Manuelle,Occasion,28000
bmw,série3,2014,230000,essence,7,136,1598,Automatique,Occasion,65500
bmw,x6,2015,85000,essence,34,0,4398,Automatique,Occasion,335000
mercedesbenz,classee,2022,8000,essence,9,0,1599,Automatique,Occasion,291800
renault,clio,2020,133000,essence,4,0,999,Manuelle,Occasion,48500
mahindra,xuv3001.2lw6,2024,0,essence,6,110,1197,Manuelle,Neuf,58065
haval,h6,2022,20000,essence,8,150,1500,Automatique,Occasion,118000
haval,h6,2019,80000,essence,9,143,1499,Automatique,Occasion,85000
kia,picanto,2022,27000,essence,5,0,1200,Automatique,Occasion,51500
kia,sportage,2019,111000,essence,8,132,1600,Automatique,Occasion,75000
jeep,renegade,2021,80000,essence,8,140,1400,Automatique,Occasion,87000
haval,h6,2023,12442,essence,8,150,1500,Automatique,Occasion,126000
hyundai,tucson,2020,120000,essence,8,0,0,Automatique,Occasion,87000
mg,hs,2021,35000,essence,15,220,1998,Automatique,Occasion,103000
bmw,série5,2015,200000,essence,10,184,1999,Automatique,Occasion,90000
suzuki,vitara,2018,68500,essence,6,120,1586,Automatique,Occasion,75000
mercedesbenz,classec,2018,54000,hybride essence,11,184,1497,Automatique,Occasion,165000
suzuki,jimny,2020,75000,essence,6,102,1500,Manuelle,Occasion,89500
volkswagen,golf7,2018,125000,essence,6,0,1000,Manuelle,Occasion,78000
mercedesbenz,classec,2011,200000,essence,9,156,1796,Automatique,Occasion,71000
greatwall,poermt,2021,61000,diesel,11,0,1998,Manuelle,Occasion,88000
volkswagen,troc,2018,100000,essence,6,116,1000,Manuelle,Occasion,74900
haval,h6,2020,120000,essence,9,143,1499,Automatique,Occasion,77000
mg,zs,2020,55000,essence,7,114,1498,Automatique,Occasion,75000
chery,tiggo2,2020,135000,essence,6,106,1498,Manuelle,Occasion,41000
kia,cerato,2010,213000,essence,7,105,1591,Manuelle,Occasion,25200
hyundai,grandi101.2lgls2024,2024,0,essence,5,83,1197,Manuelle,Neuf,51950
volkswagen,tiguan,2023,54723,essence,9,150,1500,Automatique,Occasion,198000
landrover,discoverysport,2017,160000,diesel,8,0,2999,Automatique,Occasion,125000
citroën,c3,2010,178000,essence,5,0,1360,Manuelle,Occasion,25500
fiat,fiorino,2021,120000,diesel,5,0,1200,Manuelle,Occasion,35000
ford,fiesta,2014,78000,essence,5,0,1200,Manuelle,Occasion,28980
isuzu,dmaxdoublecabine,2024,18000,diesel,8,0,2500,Manuelle,Occasion,175000
fiat,500,2022,38000,essence,4,0,1368,Manuelle,Occasion,74110
dacia,duster1.5ldci4x4confort22,2024,0,diesel,6,109,1461,Manuelle,Neuf,100550
citroën,c5,2011,176000,diesel,6,114,1560,Manuelle,Occasion,43000
mercedesbenz,glc2004maticamg,2024,0,essence | hybride léger,12,204,1999,Automatique,Neuf,336000
dfsk,gloryix51.5tdeluxecvt,2024,0,essence,9,140,1498,Automatique,Neuf,118900
iveco,dailyfourgon,2015,31000,diesel,16,0,5798,Manuelle,Occasion,110000
nissan,qashqai,2011,256000,diesel,6,0,1498,Manuelle,Occasion,38500
peugeot,partner,2014,220000,diesel,5,0,1560,Manuelle,Occasion,37200
suzuki,jimny,2021,60000,essence,6,102,1500,Automatique,Occasion,89500
mercedesbenz,classea,2020,50000,essence,7,136,1400,Automatique,Occasion,108000
mercedesbenz,cla,2021,31235,hybride rechargeable essence,8,160,1300,Automatique,Occasion,169900
volkswagen,golf7,2013,250000,diesel,5,110,1200,Automatique,Occasion,53000
mercedesbenz,classeg,2010,26000,diesel,16,0,2987,Automatique,Occasion,289000
tata,xenonx2doublecabine4x42.2l4x4,2024,0,diesel,7,150,2179,Manuelle,Neuf,81900
mercedesbenz,glcpluginhybride,2021,46000,hybride rechargeable essence,10,0,1999,Automatique,Occasion,285000
volkswagen,polosedan,2022,62000,essence,5,85,1390,Manuelle,Occasion,50000
toyota,landcruiser,2010,142060,diesel,11,190,3000,Automatique,Occasion,175000
hyundai,ix35,2014,280000,diesel,11,184,5000,Automatique,Occasion,57000
renault,meganesedan,2019,200000,essence,6,140,1200,Manuelle,Occasion,47000
mercedesbenz,classec,2017,93000,diesel,6,116,1600,Automatique,Occasion,115000
peugeot,2008,2018,40000,essence,5,0,1199,Manuelle,Occasion,54000
seat,leon,2013,96000,essence,6,105,1198,Automatique,Occasion,53000
kia,rio5p,2020,79000,essence,5,84,1197,Manuelle,Occasion,58000
bmw,série4grancoupé,2015,133000,essence,7,0,1799,Automatique,Occasion,97000
mercedesbenz,classee,2008,270000,diesel,10,0,2200,Automatique,Occasion,46000
mercedesbenz,classeccoupé,2019,120000,essence,8,156,1600,Automatique,Occasion,145000
mercedesbenz,glc,2017,247000,essence,12,211,1991,Automatique,Occasion,145000
volkswagen,passat,2021,51000,essence,8,150,1398,Automatique,Occasion,125000
mg,3hybride1.5lbva,2024,0,essence | hybride,5,195,1498,Automatique,Neuf,76950
bmw,série5,2018,70000,essence,10,0,1600,Automatique,Occasion,147000
mg,zs,2020,68000,essence,7,0,1498,Automatique,Occasion,64000
mercedesbenz,classec,2012,168350,essence,9,156,1597,Automatique,Occasion,80000
volkswagen,golf8,2021,26000,hybride rechargeable essence,5,150,1399,Automatique,Occasion,145000
landrover,rangeroverevoque,2017,128000,diesel,8,150,1999,Automatique,Occasion,135000
kia,rio5p,2021,51000,essence,5,84,1200,Manuelle,Occasion,62000
hyundai,grandi10,2022,33500,essence,4,65,998,Manuelle,Occasion,45900
peugeot,3008,2010,210000,essence,7,0,1600,Manuelle,Occasion,32000
bmw,x6,2010,190000,diesel,15,235,3000,Automatique,Occasion,95000
mercedesbenz,glb,2022,83000,essence,8,0,1500,Automatique,Occasion,178000
volkswagen,golf7,2017,116000,essence,6,110,1000,Manuelle,Occasion,68000
greatwall,poerat2.0ldiesel4x4bva,2024,0,diesel,7,163,1996,Automatique,Neuf,141900
kia,sportage,2018,101000,essence,8,132,1598,Automatique,Occasion,85000
mahindra,kuv100,2020,90000,essence,5,82,1198,Manuelle,Occasion,26000
isuzu,dmaxdoublecabine,2013,244000,diesel,8,0,2498,Manuelle,Occasion,115000
ford,focus,2018,97000,essence,6,0,999,Manuelle,Occasion,43000
mercedesbenz,glccoupé,2024,0,essence,12,204,2000,Automatique,Occasion,400000
mg,hs,2021,46000,essence,10,220,1999,Automatique,Occasion,83000
jaguar,epace2.0di4rdynamics,2024,0,diesel,12,163,1998,Automatique,Neuf,350000
citroën,berlingoutilitaire,2023,31000,diesel,5,0,1600,Manuelle,Occasion,58500
audi,q3sportback,2021,50000,hybride essence,8,0,1999,Automatique,Occasion,175000
audi,rs5,2017,77000,essence,48,450,1230,Automatique,Occasion,400000
mazda,3,2018,105000,essence,6,0,1496,Manuelle,Occasion,58500
kia,stonic1.2lbvmex,2024,0,essence,5,84,1197,Manuelle,Neuf,72980
nissan,qashqai,2017,114000,diesel,7,0,900,Manuelle,Occasion,60000
nissan,qashqai1.3lnconnecta,2024,0,essence,8,150,1332,Automatique,Neuf,143500
porsche,cayenne,2009,128000,essence,21,0,1000,Automatique,Occasion,83000
tata,superace1.4lturbodieselsimplecabine2023,2024,0,diesel,5,71,1396,Manuelle,Neuf,39900
fiat,ducato2.2hdi8m3l1h1,2024,0,diesel,7,140,2179,Manuelle,Neuf,90400
kia,seltos1.4tgditopgrade,2024,0,essence,8,140,1353,Automatique,Neuf,119980
kia,sportage,2024,15000,hybride diesel,7,0,1999,Automatique,Occasion,188000
bmw,série3,2020,64327,essence,10,0,1998,Automatique,Occasion,158000
citroën,c3,2014,136000,essence,5,0,1199,Manuelle,Occasion,28000
citroën,c3,2019,29000,essence,4,0,2000,Manuelle,Occasion,42500
mitsubishi,pajero,2022,20742,diesel,11,0,2800,Manuelle,Occasion,160000
mini,cabrio,2009,86111,essence,7,0,1600,Manuelle,Occasion,48000
bmw,série5,2021,42000,hybride essence,10,184,1998,Automatique,Occasion,260000
ford,focus,2016,149000,essence,5,0,1200,Manuelle,Occasion,36500
mercedesbenz,classec,2012,159000,essence,9,0,1600,Automatique,Occasion,73500
volkswagen,polo,2021,63000,essence,4,75,999,Manuelle,Occasion,53000
jeep,renegade,2021,88000,essence,8,140,1599,Automatique,Occasion,88000
ford,focus,2013,180000,essence,7,85,1595,Manuelle,Occasion,36000
mg,5,2022,72500,essence,7,0,1496,Automatique,Occasion,53500
seat,ibiza,2023,46000,essence,6,110,999,Automatique,Occasion,73000
alfaromeo,stelvio2.0turboq4bva,2024,0,essence,17,280,1995,Automatique,Neuf,265000
bmw,série4grancoupé,2022,80000,diesel,10,190,1995,Automatique,Occasion,280000
peugeot,208,2020,128000,diesel,5,0,1499,Manuelle,Occasion,45500
volkswagen,golf5,2007,271949,diesel,5,0,1896,Manuelle,Occasion,27950
mercedesbenz,ml,2006,283000,diesel,15,0,2987,Automatique,Occasion,38000
haval,h6,2022,86000,essence,8,150,1499,Automatique,Occasion,99000
bmw,série4coupé,2014,151000,essence,10,0,0,Automatique,Occasion,86000
landrover,rangeroversport,2016,96000,essence,24,0,3000,Automatique,Occasion,208000
seat,leon,2022,37000,essence,7,0,1400,Automatique,Occasion,108000
hyundai,i20,2024,1080,essence,4,84,3999,Manuelle,Occasion,69000
peugeot,2008,2017,100000,essence,6,0,1200,Manuelle,Occasion,43000
volkswagen,golf8,2021,102000,hybride rechargeable essence,6,150,1468,Automatique,Occasion,127000
seat,leoncupra,2020,74000,essence,18,0,2000,Automatique,Occasion,132000
toyota,rav4,2016,280000,essence,9,0,2000,Automatique,Occasion,56000
honda,city,2021,89000,essence,7,120,1498,Automatique,Occasion,49500
peugeot,5008gtline1.6lthp163ch,2024,0,essence,9,163,1598,Automatique,Neuf,186900
toyota,prado,2003,449000,diesel,11,0,3000,Automatique,Occasion,88000
ford,ecosport,2018,97000,essence,7,0,999,Automatique,Occasion,62000
volkswagen,golf6,2011,295000,diesel,5,0,1598,Automatique,Occasion,41000
bmw,série3,2019,90000,hybride rechargeable essence,10,184,1998,Automatique,Occasion,210000
seat,ibiza,2018,124000,essence,4,0,999,Manuelle,Occasion,42500
volkswagen,virtus,2023,30000,essence,6,116,1000,Manuelle,Occasion,61000
audi,q3,2017,100000,essence,7,0,1799,Automatique,Occasion,90000
nissan,qashqai,2017,141000,essence,6,0,1198,Automatique,Occasion,74900
audi,a5coupé,2009,168000,essence,13,0,1998,Automatique,Occasion,56000
mercedesbenz,classee,2012,176000,essence,11,0,1798,Automatique,Occasion,72000
suzuki,sjsamurai,1984,470000,essence,5,64,1300,Manuelle,Occasion,17000
hyundai,tucsonhybride,2022,40000,hybride diesel,7,0,1598,Automatique,Occasion,167000
mercedesbenz,classec,2010,181400,essence,9,184,1800,Automatique,Occasion,48500
volkswagen,amarok,2012,264000,diesel,7,0,1998,Manuelle,Occasion,48000
citroën,c4cactus,2015,142000,essence,5,0,1198,Manuelle,Occasion,37500
volkswagen,golf7,2019,144500,essence,7,0,999,Manuelle,Occasion,65000
renault,clio,2017,86700,essence,4,0,1149,Manuelle,Occasion,39500
landrover,discoverysport,2017,165000,diesel,8,180,2000,Automatique,Occasion,149000
dongfeng,sx3,2021,30000,essence,7,0,0,Manuelle,Occasion,65000
mercedesbenz,classec,2020,36000,essence,9,0,1497,Automatique,Occasion,139000
peugeot,2008,2020,110000,essence,6,100,3000,Manuelle,Occasion,70000
bmw,série4grancoupé,2019,70000,essence,7,0,1499,Automatique,Occasion,115000
mercedesbenz,classea,2018,68000,essence,8,163,1400,Automatique,Occasion,135000
volkswagen,golf7,2019,79000,essence,6,0,1000,Manuelle,Occasion,75000
bmw,série7,2008,300000,essence,22,0,0,Automatique,Occasion,45000
nissan,350z,2003,40000,essence,20,0,3500,Automatique,Occasion,87000
kia,sportagehybride,2022,36000,hybride essence,10,180,1600,Automatique,Occasion,150000
renault,clio,2021,64000,essence,4,90,899,Manuelle,Occasion,43800
seat,leon,2016,167000,essence,6,105,1198,Automatique,Occasion,52500
ds,3,2018,90000,essence,6,0,1199,Automatique,Occasion,70000
dacia,sandero1.0ltce,2024,0,essence,5,100,999,Manuelle,Neuf,57450
haval,jolion,2022,40000,essence,9,143,1599,Automatique,Occasion,87000
citroën,celysée,2018,92000,essence,5,82,1200,Manuelle,Occasion,28000
renault,kadjar,2018,140000,essence,7,0,1399,Automatique,Occasion,70000
mercedesbenz,classee,2009,238000,diesel,9,0,2143,Automatique,Occasion,64500
mercedesbenz,classec,2000,345000,essence,11,0,2000,Manuelle,Occasion,26000
audi,q3,2017,77000,essence,7,0,0,Automatique,Occasion,85000
kia,sportage1.6ltgdi7dctsx,2024,0,essence,10,180,1598,Automatique,Neuf,152980
suzuki,ertiga1.5lglx,2024,0,essence,6,105,1462,Manuelle,Neuf,78900
kia,seltos,2021,130000,essence,8,0,1599,Automatique,Occasion,89000
suzuki,jimny1.5lgl4x4bva,2024,0,essence,6,102,1462,Automatique,Neuf,104900
kia,stonic,2024,25000,hybride essence,6,100,1000,Manuelle,Occasion,119485
mercedesbenz,classec,2014,170000,essence,9,0,1599,Automatique,Occasion,115000
citroën,jumpycombi,2018,124000,diesel,6,0,1560,Manuelle,Occasion,85000
mini,3portes,2013,140000,essence,4,0,1200,Manuelle,Occasion,37000
toyota,prado,1999,330000,diesel,10,204,6000,Manuelle,Occasion,65000
peugeot,2008,2018,120000,essence,6,0,1199,Automatique,Occasion,56000
bmw,x1,2020,133000,essence,8,0,1499,Automatique,Occasion,92000
volkswagen,polo,2020,47000,essence,4,75,999,Manuelle,Occasion,67000
nissan,patrol,1992,319000,diesel,11,115,2800,Manuelle,Occasion,68000
jeep,compass,2016,65000,essence,10,0,1400,Automatique,Occasion,65000
peugeot,308,2023,1000,essence,7,0,1000,Automatique,Occasion,95000
mercedesbenz,classec,2022,28000,essence,9,170,1500,Automatique,Occasion,225000
kia,sonet1.5lcvtexplus,2024,0,essence,6,115,1497,Automatique,Neuf,93980
bmw,x1,2020,108000,essence,8,140,1500,Automatique,Occasion,121000
peugeot,308,2016,164000,essence,9,0,1598,Automatique,Occasion,68000
renault,clio,2021,110000,essence,5,100,898,Manuelle,Occasion,40500
ssangyong,musso2.2ldiesel4wd,2024,0,diesel,7,181,2157,Manuelle,Neuf,136845
citroën,ds3,2015,175000,essence,5,0,1199,Manuelle,Occasion,28000
toyota,hiluxsimplecabine2.4ldieseld4d4x4,2024,0,diesel,8,150,2393,Manuelle,Neuf,123800
toyota,prado,2003,199425,diesel,12,204,3000,Manuelle,Occasion,129000
suzuki,baleno1.5lglxbva,2024,0,essence,6,105,1462,Automatique,Neuf,76900
mahindra,kuv100,2020,87000,essence,5,0,1198,Manuelle,Occasion,36000
mercedesbenz,classea,2020,100000,essence,7,0,1400,Automatique,Occasion,108000
citroën,c3,2019,51000,essence,4,0,1198,Manuelle,Occasion,44000
kia,rioberline,2017,115000,essence,5,0,899,Manuelle,Occasion,47000
hyundai,tucson,2021,115000,hybride diesel,7,136,1598,Automatique,Occasion,117000
volkswagen,jetta,2018,171000,essence,7,0,1398,Manuelle,Occasion,56900
byd,songplus1.5ldmi,2024,0,essence | hybride rechargeable,7,265,1497,Automatique,Neuf,156990
ssangyong,tivoli,2022,43000,essence,6,0,1198,Manuelle,Occasion,74000
baicyx,kenbos3,2017,108000,essence,7,0,1500,Manuelle,Occasion,34000
seat,ibiza,2021,45000,essence,4,0,1000,Manuelle,Occasion,49900
ssangyong,musso2.2ldiesel4wdcrm,2024,0,diesel,7,181,2157,Manuelle,Neuf,148176
ford,fiesta,2011,214000,essence,5,0,1242,Manuelle,Occasion,23000
bmw,série3,2014,139000,essence,10,0,1000,Automatique,Occasion,68000
mazda,2sedan,2017,129000,essence,6,0,899,Manuelle,Occasion,43500
bmw,série7,2009,140000,essence,23,326,2979,Automatique,Occasion,89000
audi,a3sportback,2015,154000,essence,6,110,1197,Manuelle,Occasion,64500
dacia,duster,2020,35000,essence,6,0,1599,Manuelle,Occasion,75000
porsche,taycancrossturismo4,2024,0,electrique,16,380,0,Automatique,Neuf,540000
volkswagen,polosedan,2014,282000,essence,5,85,1400,Manuelle,Occasion,31000
mercedesbenz,classeccoupé,2019,40000,essence,9,0,1599,Automatique,Occasion,179000
chery,tiggo3x,2022,74000,essence,6,102,999,Automatique,Occasion,54500
opel,astra,2015,171000,essence,8,140,1450,Manuelle,Occasion,41500
lada,4x4,2020,58000,essence,7,83,1499,Manuelle,Occasion,41000
audi,a5sportback,2017,200000,essence,8,150,1395,Automatique,Occasion,90000
mercedesbenz,classea,2019,50000,diesel,6,0,1599,Automatique,Occasion,98000
tesla,model3,2022,15000,electrique,8,275,2500,Automatique,Occasion,190000
kia,sonet1.5lcvtsx,2024,0,essence,6,115,1497,Automatique,Neuf,99980
hyundai,grandi1020201.2lhighgrade,2024,0,essence,5,83,1197,Manuelle,Neuf,56450
porsche,panamera,2011,150000,essence,20,300,3600,Automatique,Occasion,135000
tata,xenonsc,2017,141000,diesel,7,0,2179,Manuelle,Occasion,60000
peugeot,3008,2020,148000,diesel,6,0,1489,Automatique,Occasion,79000
citroën,jumpyfourgon,2019,170000,diesel,7,0,1998,Manuelle,Occasion,65000
peugeot,3008,2020,70000,essence,6,0,1200,Automatique,Occasion,89000
mercedesbenz,classec,2022,40000,essence,9,170,1500,Automatique,Occasion,208000
skoda,scala,2021,70000,essence,6,116,1675,Manuelle,Occasion,75000
bmw,série5,2010,170000,diesel,10,184,1995,Automatique,Occasion,73000
toyota,rav4,2010,16000,diesel,9,0,4000,Automatique,Occasion,60000
bmw,serie4coupe420ipackmsport,2024,0,essence,10,184,1998,Automatique,Neuf,329900
landrover,rangerover,2016,130000,essence,24,0,1000,Automatique,Occasion,230000
landrover,rangeroversport,2019,47000,hybride essence,17,300,1998,Automatique,Occasion,340000
ford,ecosport,2021,99000,essence,7,0,999,Automatique,Occasion,67000
volkswagen,golf8,2021,50000,essence,5,110,998,Manuelle,Occasion,87000
volkswagen,golf7,2019,181000,essence,6,0,1198,Automatique,Occasion,56000
citroën,c4,2012,157000,essence,7,120,1598,Automatique,Occasion,29500
mercedesbenz,classec180eqboost9gtronicamg,2024,0,essence | hybride léger,9,170,1496,Automatique,Neuf,261000
volkswagen,passat,2022,22000,essence,8,150,1400,Automatique,Occasion,95000
kia,rio5p,2011,156900,essence,6,0,1399,Manuelle,Occasion,30000
mercedesbenz,glccoupé,2024,0,essence,11,204,1999,Automatique,Occasion,415000
hyundai,grandi10,2022,25000,essence,4,65,998,Automatique,Occasion,50000
suzuki,swift,2018,139000,essence,5,0,1198,Automatique,Occasion,39000
mercedesbenz,classea,2019,45000,essence,8,163,1300,Automatique,Occasion,135000
bmw,série3,2014,168000,essence,7,136,3160,Manuelle,Occasion,63000
kia,picanto,2022,63000,essence,4,84,1200,Automatique,Occasion,54500
peugeot,3008,2020,169000,essence,7,0,0,Automatique,Occasion,80000
citroën,c3,2011,192000,essence,5,0,1398,Manuelle,Occasion,27500
mercedesbenz,classee,2018,160000,essence,9,0,1800,Automatique,Occasion,145000
greatwall,m4,2018,104000,essence,6,94,1500,Manuelle,Occasion,39500
jeep,wrangler20212.0lrubicon,2024,0,essence,18,272,2000,Automatique,Neuf,327000
volkswagen,golf7,2015,216000,essence,5,0,1197,Manuelle,Occasion,43000
audi,a5cabriolet,2009,120000,essence,10,0,1999,Automatique,Occasion,59000
mahindra,kuv100,2019,60200,essence,5,82,1097,Manuelle,Occasion,32000
landrover,rangeroversport,2013,178000,diesel,17,0,2993,Automatique,Occasion,145000
peugeot,3008,2017,110000,essence,9,0,1600,Automatique,Occasion,77000
mercedesbenz,cla,2017,130000,diesel,6,136,1600,Automatique,Occasion,115000
kia,cerato5p,2014,114000,essence,7,130,1598,Manuelle,Occasion,43000
bmw,serie15p116ilounge,2024,0,essence,6,109,1499,Automatique,Neuf,150900
mercedesbenz,classeccoupé,2019,86000,hybride essence,10,184,1498,Automatique,Occasion,178000
audi,a6,2015,124000,essence,10,0,1800,Automatique,Occasion,102000
volkswagen,amarok,2016,215000,diesel,7,163,1968,Manuelle,Occasion,75000
volkswagen,passat,2019,100000,essence,8,150,1499,Automatique,Occasion,101000
audi,a3sportback,2019,151000,essence,6,0,1400,Automatique,Occasion,79000
peugeot,bipper,2017,158000,diesel,5,80,1248,Manuelle,Occasion,21500
mercedesbenz,cla,2019,59000,essence,7,0,1299,Automatique,Occasion,134900
mercedesbenz,classee,2017,145000,essence,10,184,1997,Automatique,Occasion,155000
volkswagen,golf7,2018,120000,essence,6,0,1000,Automatique,Occasion,64000
mercedesbenz,classee,2019,55001,essence,9,156,1600,Automatique,Occasion,165000
ford,ranger2.0l170ch4x4bvaxlt,2024,0,diesel,7,170,1996,Automatique,Neuf,160000
